"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Hungary","HUN","2022","37.056",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Hungary","HUN","2021","36.018",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Hungary","HUN","2020","36.777",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Hungary","HUN","2019","35.904",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Hungary","HUN","2018","37.051",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Hungary","HUN","2017","37.636",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Hungary","HUN","2016","37.725",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Hungary","HUN","2015","39.062",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Hungary","HUN","2014","37.587",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Hungary","HUN","2013","38.259",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Hungary","HUN","2012","36.255",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Hungary","HUN","2011","38.223",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Hungary","HUN","2010","39.963",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Hungary","HUN","2009","39.904",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Hungary","HUN","2008","40.778",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Hungary","HUN","2007","39.040",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Hungary","HUN","2006","40.939",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Hungary","HUN","2005","39.400",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Hungary","HUN","2004","36.649",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Hungary","HUN","2003","37.191",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Hungary","HUN","2002","37.860",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Hungary","HUN","2001","37.647",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Hungary","HUN","2000","34.193",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iceland","ISL","2022","39.370",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iceland","ISL","2021","37.338",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iceland","ISL","2020","38.621",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iceland","ISL","2019","44.006",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iceland","ISL","2018","43.047",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iceland","ISL","2017","32.956",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iceland","ISL","2016","34.761",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iceland","ISL","2015","39.506",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iceland","ISL","2014","38.244",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iceland","ISL","2013","37.867",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iceland","ISL","2012","38.196",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iceland","ISL","2011","39.086",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iceland","ISL","2010","37.145",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iceland","ISL","2009","38.354",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iceland","ISL","2008","36.961",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iceland","ISL","2007","33.055",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iceland","ISL","2006","33.968",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iceland","ISL","2005","30.044",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iceland","ISL","2004","38.116",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iceland","ISL","2003","40.000",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iceland","ISL","2002","32.256",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iceland","ISL","2001","30.184",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iceland","ISL","2000","30.411",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","India","IND","2023","12.726",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","India","IND","2022","16.209",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","India","IND","2021","16.956",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","India","IND","2020","17.328",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","India","IND","2019","17.001",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","India","IND","2018","14.356",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","India","IND","2010","12.153",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Indonesia","IDN","2023","24.823",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Indonesia","IDN","2010","19.429",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Indonesia","IDN","2009","18.063",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Indonesia","IDN","2008","16.442",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Indonesia","IDN","2007","15.815",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iran, Islamic Rep.","IRN","2022","19.182",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iran, Islamic Rep.","IRN","2021","19.885",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iran, Islamic Rep.","IRN","2020","18.678",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iran, Islamic Rep.","IRN","2019","19.818",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iran, Islamic Rep.","IRN","2018","21.733",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iran, Islamic Rep.","IRN","2017","20.460",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iran, Islamic Rep.","IRN","2016","11.723",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iran, Islamic Rep.","IRN","2015","11.196",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iran, Islamic Rep.","IRN","2014","4.515",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iran, Islamic Rep.","IRN","2013","3.573",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iran, Islamic Rep.","IRN","2012","1.194",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iran, Islamic Rep.","IRN","2011","7.093",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iran, Islamic Rep.","IRN","2010","7.352",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iran, Islamic Rep.","IRN","2009","1.875",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iraq","IRQ","2021","17.527",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iraq","IRQ","2012","22.676",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Iraq","IRQ","2007","13.647",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ireland","IRL","2022","35.127",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ireland","IRL","2021","34.156",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ireland","IRL","2020","32.252",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ireland","IRL","2019","31.262",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ireland","IRL","2018","33.528",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ireland","IRL","2017","31.902",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ireland","IRL","2016","32.369",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ireland","IRL","2015","30.885",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ireland","IRL","2014","31.617",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ireland","IRL","2013","30.490",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ireland","IRL","2012","30.601",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ireland","IRL","2011","30.424",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ireland","IRL","2010","40.705",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ireland","IRL","2009","40.972",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ireland","IRL","2008","42.221",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ireland","IRL","2007","40.260",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ireland","IRL","2006","41.787",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ireland","IRL","2005","42.764",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ireland","IRL","2004","39.720",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ireland","IRL","2003","40.803",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ireland","IRL","2002","38.659",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ireland","IRL","2001","39.894",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ireland","IRL","2000","35.245",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Israel","ISR","2023","32.168",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Israel","ISR","2022","33.379",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Israel","ISR","2021","30.063",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Israel","ISR","2020","28.780",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Israel","ISR","2019","30.828",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Israel","ISR","2018","33.446",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Israel","ISR","2017","34.838",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Israel","ISR","2016","34.330",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Israel","ISR","2015","31.929",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Israel","ISR","2014","32.407",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Israel","ISR","2013","32.498",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Israel","ISR","2012","31.697",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Italy","ITA","2022","23.145",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Italy","ITA","2021","24.046",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Italy","ITA","2020","22.988",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Italy","ITA","2019","23.271",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Italy","ITA","2018","23.161",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Italy","ITA","2017","22.356",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Italy","ITA","2016","22.046",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Italy","ITA","2015","21.757",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Italy","ITA","2014","21.912",""
