"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Israel","ISR","2023","38.137","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Israel","ISR","2022","37.227","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Israel","ISR","2021","33.097","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Israel","ISR","2020","34.858","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Israel","ISR","2019","39.645","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Israel","ISR","2018","41.216","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Israel","ISR","2017","42.148","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Israel","ISR","2016","42.506","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Israel","ISR","2015","44.072","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Israel","ISR","2014","44.805","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Israel","ISR","2013","46.469","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Israel","ISR","2012","46.568","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Israel","ISR","2011","39.050","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Israel","ISR","2010","40.340","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Israel","ISR","2009","39.730","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","2023","44.327","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","2022","44.675","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","2021","44.498","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","2020","45.021","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","2019","46.545","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","2018","47.056","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","2017","47.273","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","2016","47.007","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","2015","46.620","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","2014","46.947","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","2013","47.409","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","2012","48.148","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","2011","47.783","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","2010","48.248","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","2009","49.076","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","2008","50.458","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","2007","50.966","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","2006","51.827","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","2005","50.070","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","2004","51.276","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","2003","52.330","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","2002","52.394","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","2001","52.066","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","2000","54.892","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","1999","56.167","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","1998","56.774","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","1997","53.847","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","1996","54.454","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","1995","55.268","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","1994","56.574","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","1993","58.359","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Italy","ITA","1992","59.250","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Jamaica","JAM","2023","67.119","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Jamaica","JAM","2022","66.399","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Jamaica","JAM","2021","66.359","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Jamaica","JAM","2020","69.827","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Jamaica","JAM","2019","69.569","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Jamaica","JAM","2018","68.327","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Jamaica","JAM","2017","68.628","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Jamaica","JAM","2016","68.043","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Jamaica","JAM","2014","68.689","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Jamaica","JAM","2013","67.727","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Jamaica","JAM","2012","67.693","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Jamaica","JAM","2011","68.043","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Jamaica","JAM","2010","69.209","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Jamaica","JAM","2009","71.718","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Jamaica","JAM","2008","73.434","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Jordan","JOR","2023","68.491","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Jordan","JOR","2022","65.718","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Jordan","JOR","2021","63.720","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Jordan","JOR","2020","65.030","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Jordan","JOR","2019","64.913","Basic, male"
